Feat01,Feat02,Feat03,Feat04,Feat05,Feat06,Feat07,Feat08,Feat09,Feat10,Target
1,1603794.0,3525.7551,7664,1247.5059,475.61865,0.41831082,13.943694,0.41831082,1.2415301,479
0,89612.6,6754.3735,43792,989.70905,270.41418,0.13391006,0.0,0.13391006,1.2495036,644
0,39312.9,81.4155,28880,1504.7233,285.2283,0.39567265,13.189089,0.39567265,1.2524167,722
0,130290.695,3040.2766,26852,0.0,512.88306,0.12713118,12.713118,0.38139352,1.2592835,959
1,88430.33,11066.466,39450,617.9612,292.9955,0.39109522,0.0,0.39109522,1.254618,789
1,87914.97,9414.879,32670,440.49973,799.36707,0.2532381,12.661906,0.12661906,1.2600224,990
1,8276.4,498.95782,13680,1147.5748,184.11343,0.46661046,0.15553683,0.46661046,1.2183028,228
1,1919.478,10379.617,25908,331.25217,301.72336,0.13095954,0.0,0.13095954,1.2537603,762
1,26199.03,167.14836,8668,673.7121,42.116875,0.6366179,0.0,0.15915447,1.2130836,197
0,1857475.6,317.06992,23268,1835.902,297.10397,0.5466598,13.666495,0.40999487,1.2455292,554
1,2387672.8,7064.774,46560,724.2762,658.48145,0.13064803,13.064804,0.3919441,1.2542098,776
1,182733.05,1286.2213,11635,239.3324,506.43695,0.25651473,0.0,0.12825736,1.2576588,895
1,4511.232,786.2881,10752,471.11783,206.71979,0.52330065,13.082516,0.3924755,1.2539543,768
1,1406041.1,3496.1104,29250,2128.436,300.48947,0.13565554,0.13565554,0.13565554,1.2469854,585
0,1528267.0,713.7416,59760,1030.7279,528.1333,0.26672775,0.13336387,0.40009165,1.2502916,664
1,145000.55,4293.197,9282,1282.5974,675.9606,0.26417,0.0,0.39625496,1.2521367,714
0,1207431.4,7391.245,21528,733.62115,465.40747,0.40575683,0.0,0.13525228,1.2475673,598
0,764726.3,846.8121,0,1732.7435,708.222,0.776575,0.0,0.12942918,1.2559682,834
0,29204.803,5357.5454,24327,283.9243,415.57874,0.55807334,13.951834,0.41855502,1.2414126,477
0,3852114.2,3223.9956,36720,1181.6421,28.255793,0.12784131,0.12784131,0.38352394,1.258259,918
1,70448.375,1405.7528,87744,786.0433,195.6396,0.7674763,0.0,0.12791273,1.258156,914
1,88081.23,1979.5155,9904,845.91016,239.42659,0.5384953,13.462383,0.13462383,1.2484739,619
1,49809.12,74.80359,13656,1288.101,145.53111,0.1361678,0.0,0.1361678,1.2462465,569
0,136484.56,41.462776,13392,694.34283,286.87543,0.14453177,0.0,0.14453177,1.2341797,372
0,32158.764,10042.797,50580,1742.0677,816.3103,0.51699847,0.12924962,0.38774884,1.2562273,843
0,5058.482,8773.464,34605,2107.5444,393.70663,0.13080288,13.080289,0.39240867,1.2539864,769
0,50861.58,3671.2998,30520,793.738,433.3684,0.27394313,0.13697156,0.41091466,1.2450869,545
1,310735.66,3001.4846,34398,1425.5272,536.0954,0.1284985,0.1284985,0.38549548,1.2573109,882
1,66291.06,3658.9363,9200,1201.0662,211.01643,0.28045666,0.14022833,0.14022833,1.2403883,460
0,78049.23,9459.041,87312,2407.0833,36.43832,0.53586346,0.0,0.40189758,1.2494231,642
0,487440.53,3815.7354,11328,184.3475,207.87202,0.154707,0.0,0.46412098,1.2195001,236
1,49314.145,598.23486,0,425.63834,109.14505,0.30344468,15.172235,0.15172234,1.223806,268
1,56331.46,3020.9866,8772,1204.6783,40.744186,0.4578084,0.1526028,0.4578084,1.2225357,258
1,85556.76,1109.8015,6591,1801.3329,388.28085,0.13834108,0.13834108,0.41502324,1.243111,507
1,2185369.0,1409.6149,15400,375.23325,130.59264,0.4104013,0.0,0.13680044,1.2453338,550
0,7468.032,1200.2432,39936,0.0,251.68048,0.25893882,0.0,0.12946941,1.2559102,832
1,558498.6,2508.3894,28944,1474.4545,291.94922,0.26009157,0.13004579,0.39013737,1.2550787,804
0,7668.771,9201.928,26976,1742.0677,390.72406,0.25849923,0.12924962,0.12924962,1.2562273,843
0,38617.92,2619.424,7200,433.77414,123.4293,0.6172231,15.430577,0.46291733,1.2200788,240
0,59862.805,8066.6357,13626,825.409,277.55234,0.65536267,13.107254,0.39321762,1.2535974,757
1,79136.77,941.7874,18964,645.9164,415.195,0.12887836,12.887835,0.38663504,1.2567629,862
0,1879468.2,449.55762,41360,636.65375,191.11005,0.27593654,13.796828,0.41390485,1.2436489,517
0,53032.344,6701.616,18660,897.8374,113.44027,1.0762901,0.13453627,0.4036088,1.2486002,622
0,39169.152,1253.8275,14592,384.66608,99.54497,0.34176174,17.088087,0.17088087,1.196166,128
1,849776.4,7368.7544,18980,2218.0208,875.765,0.6365041,0.0,0.38190246,1.2590388,949
0,259076.73,13107.183,11175,2047.1016,56.693073,0.26269525,0.13134763,0.13134763,1.2532004,745
1,2502.17,6444.1567,29670,1509.5217,317.00967,0.25327054,12.663527,0.12663527,1.2599989,989
1,7113.348,809.81494,6390,357.49127,85.54425,0.50370836,16.79028,0.50370836,1.2004625,142
0,7524.44,1623.3439,12564,1690.8601,682.9714,0.5299263,0.13248158,0.13248158,1.2515645,698
0,7743.175,4197.2656,0,1094.8972,459.5597,0.25543457,0.12771729,0.12771729,1.258438,925
0,47663.043,44.759193,19776,304.46674,207.19893,0.42728814,0.0,0.42728814,1.2372129,412
1,119056.74,81.69598,28980,1260.8568,268.21396,0.53073686,13.268421,0.13268422,1.2512722,690
0,7006.835,2.6979792,28650,1050.7045,678.88043,0.25439754,0.0,0.3815963,1.259186,955
0,4989.677,296.2382,12298,1130.9253,358.10037,0.9777772,13.9682455,0.41904736,1.2411759,473
1,162431.56,8552.243,59112,802.28674,490.95132,0.64846444,0.12969288,0.12969288,1.2555877,821
0,110319.13,7704.792,56840,455.9298,313.94547,0.2597571,0.12987855,0.38963568,1.2553198,812
0,305584.94,12155.939,31144,1573.8055,25.36958,0.3836309,0.12787697,0.3836309,1.2582076,916
1,141805.95,7574.4736,14424,1029.6427,495.64856,0.40548238,0.1351608,0.40548238,1.2476993,601
0,146628.2,11474.567,21288,1667.8225,32.566345,1.0272418,0.0,0.12840523,1.2574455,887
1,32670.527,1453.3452,16864,1336.2634,385.97375,0.97133505,0.0,0.41628647,1.2425035,496
0,20694.389,927.55945,13156,445.36728,42.318985,0.30611983,0.0,0.15305991,1.2218763,253
0,1684387.4,2350.2246,6495,0.0,356.67075,0.14142796,0.0,0.14142796,1.2386576,433
1,131060.07,9918.347,8840,2854.2852,61.326363,0.51384443,0.0,0.12846111,1.2573649,884
0,28812.96,6218.551,11520,417.42065,167.3422,0.43565997,0.0,0.43565997,1.2331868,360
0,332625.12,4871.142,50286,2512.051,368.36823,0.12668401,0.0,0.12668401,1.2599287,986
1,1619.904,5570.636,61360,193.86336,85.49266,0.26169494,13.084746,0.3925424,1.2539221,767
0,82656.29,2035.8696,29952,1009.60583,355.72406,0.12752475,0.12752475,0.12752475,1.2587157,936
1,110041.27,9159.097,9659,1908.0619,285.64307,0.26278806,0.13139403,0.13139403,1.2531335,743
1,59725.51,5966.4077,60648,3757.1028,268.43726,0.5206904,13.01726,0.39051777,1.2548957,798
0,223114.31,2759.8838,5616,574.5398,9.079393,0.13447818,0.0,0.40343454,1.248684,624
1,798612.2,2727.192,8740,257.81778,108.31809,0.15532583,15.532583,0.15532583,1.2186072,230
1,86976.38,4475.1157,0,1290.4325,454.73187,0.25477296,0.12738648,0.38215947,1.2589152,944
0,596.64,42.275764,36160,574.0279,360.82474,0.5622967,0.0,0.14057417,1.2398894,452
0,3824746.2,7049.47,49164,0.0,841.8045,0.5081887,0.12704718,0.12704718,1.2594047,964
1,229804.11,239.84776,18348,1143.5524,366.10538,0.14218509,14.218509,0.14218509,1.2375653,417
1,815220.8,4497.471,20958,1206.2687,230.5121,0.6932307,0.13864614,0.41593844,1.2426709,499
0,4965.84,5483.5205,16416,640.6247,118.15194,0.7020014,0.14040028,0.42120084,1.2401402,456
1,49755.023,696.77057,19392,738.512,201.1119,0.40502885,0.0,0.13500962,1.2479173,606
0,124644.5,6489.62,0,1841.5211,765.76807,0.50968367,0.0,0.12742092,1.2588655,942
1,24537.348,2921.156,8256,2055.9844,186.80031,1.0682197,15.260281,0.4578084,1.2225357,258
1,280326.38,4795.6,28310,1746.86,316.8885,0.3940429,0.13134763,0.3940429,1.2532004,745
0,529953.1,100.67957,9272,609.19946,109.4634,0.0,15.391321,0.46173963,1.2206452,244
0,1159509.8,15158.947,40446,0.0,737.2086,0.12706394,0.12706394,0.38119182,1.2593806,963
1,60341.426,6922.0654,95580,1596.4962,537.4696,0.26446477,13.223238,0.39669713,1.251924,708
0,62190.215,5763.2334,14756,505.04257,483.66037,0.13760456,0.0,0.4128137,1.2441736,527
0,3526525.0,10389.625,17808,698.89056,454.76614,0.3874527,0.0,0.1291509,1.2563697,848
1,40739.49,390.04,25155,1062.305,268.11142,0.43113208,0.14371069,0.14371069,1.2353643,387
1,93747.66,7170.1064,13552,1891.7122,456.97717,0.0,0.0,0.38751176,1.2563413,847
1,210729.03,6354.1714,17064,1706.5333,201.97562,0.39647546,13.215849,0.39647546,1.2520306,711
0,124291.2,3678.67,4800,960.0,215.99269,0.2860631,14.303155,0.14303155,1.2363441,400
0,262922.34,1637.544,71360,2747.706,376.30176,0.76987565,0.12831262,0.38493782,1.2575791,892
1,248278.78,7839.397,19887,584.6939,582.25586,0.25467005,12.733502,0.38200507,1.2589895,947
0,38742.133,4850.3647,56970,754.7847,401.52454,0.1342197,13.421971,0.1342197,1.2490569,633
1,1588865.4,6247.642,22680,676.29877,103.84961,0.3821079,12.736931,0.12736931,1.25894,945
0,1216565.5,240.5177,28380,660.3181,397.06445,0.40164673,0.0,0.13388224,1.2495438,645
1,302164.72,988.2911,936,163.16862,67.87851,0.7086681,0.0,0.17716703,1.1870971,104
1,80246.164,140.49171,7812,1326.7645,604.2738,0.66858244,13.371648,0.13371648,1.2497829,651
1,16400.385,2562.0637,11424,0.0,74.53392,0.31193238,0.15596619,0.15596619,1.2176834,224
0,33251.535,2285.0605,8517,542.75964,71.522,0.49035683,0.0,0.16345227,1.2068833,167
0,1077.868,2023.2524,3930,420.84677,169.79784,0.4567361,0.0,0.4567361,1.2230514,262
0,1173282.4,129.2337,3668,582.7109,134.71426,0.60898143,0.0,0.15224536,1.2230514,262
1,5051.508,1542.6051,10224,333.6585,134.99173,0.3358056,0.0,0.1679028,1.2004625,142
0,62904.27,1489.8326,34056,0.0,344.46887,0.38205647,12.735215,0.12735215,1.2589648,946
0,3895610.0,11163.83,9042,1720.2325,138.15887,0.38901725,0.12967241,0.12967241,1.2556173,822
0,125671.26,7714.5337,87300,342.59305,518.8464,0.0,0.0,0.38084134,1.259549,970
0,23380.236,105.871,4692,881.05054,96.96233,0.5061366,0.0,0.1687122,1.1992948,138
1,50602.992,3674.4182,20076,306.08496,357.95673,0.5579103,0.0,0.13947758,1.2414714,478
1,1598361.9,755.23645,66980,842.14014,705.05164,0.0,0.0,0.3911599,1.2545869,788
0,933498.44,1069.2739,11322,536.38794,210.41496,0.468554,0.0,0.468554,1.2173682,222
0,204805.02,3435.0454,19704,0.0,338.64792,0.38907865,0.12969288,0.12969288,1.2555877,821
0,26544.76,3093.8032,20740,246.98178,428.20676,0.1348898,13.48898,0.4046694,1.2480901,610
1,3178.593,5802.972,78570,1240.956,228.56483,0.12866807,12.866808,0.12866807,1.2570662,873
0,2066646.6,2265.1963,25452,393.87308,108.69661,0.54003847,0.0,0.40502885,1.2479173,606
1,933643.25,1073.2877,18480,472.31345,283.60574,0.2941569,0.0,0.44123533,1.2305057,330
1,15958.932,1354.7245,8932,464.37485,306.49115,0.29563096,0.14781548,0.14781548,1.2294424,319
0,2209898.8,283.95535,40868,2328.9536,541.9129,0.2703216,0.0,0.40548238,1.2476993,601
1,216452.94,5716.9624,53136,621.07007,294.7471,0.13891824,13.891824,0.13891824,1.2422783,492
1,134691.88,5037.478,23760,1114.386,167.53726,0.8594247,0.14323746,0.14323746,1.236047,396
1,646441.3,279.1068,3861,224.03795,235.17989,0.74696743,14.939349,0.14939348,1.2271658,297
1,6732.704,4216.3423,22212,1614.5665,545.3747,0.80809504,0.0,0.40404752,1.2483892,617
0,16919.375,233.4304,3424,331.01056,28.628738,0.52883667,0.0,0.17627889,1.1883783,107
1,44683.496,997.6234,17984,995.6746,395.9416,0.2727954,13.6397705,0.4091931,1.2459147,562
1,1336259.6,9632.347,67875,721.99725,385.14188,0.0,12.807484,0.12807484,1.257922,905
1,128050.695,7052.8027,31136,1871.5769,802.6614,0.3806921,0.0,0.3806921,1.2596208,973
0,934582.1,1734.319,5642,874.972,279.77917,0.5655273,0.0,0.4241455,1.2387241,434
0,2213.64,10284.3,16770,1142.8583,528.47595,0.53552896,0.13388224,0.40164673,1.2495438,645
0,189754.89,595.568,15336,859.4673,628.8446,0.40214992,0.0,0.40214992,1.2493018,639
1,1831560.5,7072.7983,55370,928.11584,420.07513,0.39096618,0.0,0.39096618,1.25468,791
1,616270.25,1036.558,11328,439.03644,145.03896,0.48573953,0.0,0.16191317,1.2091037,177
1,211762.98,1278.6045,6240,478.8737,38.692757,0.511288,0.17042933,0.17042933,1.1968175,130
0,89564.02,281.6978,14796,1572.5298,238.2575,0.15121438,0.15121438,0.4536431,1.2245388,274
1,3502.279,1527.9185,1744,584.65717,16.769068,0.5271159,0.0,0.1757053,1.1892059,109
0,4168387.0,10207.533,14025,1956.9773,662.61237,0.25508425,12.754213,0.12754212,1.2586906,935
1,118334.93,7200.3184,11323,442.69064,263.9419,0.2574121,0.12870605,0.12870605,1.2570114,871
1,4543.616,14442.601,29504,1275.307,341.69708,0.51108116,0.12777029,0.38331088,1.2583615,922
1,3258.882,1656.435,27180,553.3787,80.29634,0.28106102,14.053052,0.14053051,1.2399523,453
1,81547.586,1925.0892,7848,0.0,292.35315,0.88365763,14.727627,0.44182882,1.2302203,327
1,229090.75,3139.0251,22144,368.2825,494.4095,0.53053313,13.263328,0.39789984,1.2513456,692
0,2137.344,3106.193,11520,881.8163,341.52347,0.57548636,0.0,0.4316148,1.2351322,384
0,142974.22,3895.312,44289,1254.3624,557.7016,0.3918782,13.062606,0.13062605,1.2542415,777
0,675.136,3308.3396,17536,1123.6512,161.8501,0.8212119,13.686865,0.13686864,1.2452353,548
1,992609.2,5732.665,15630,1164.0967,8.299107,0.27564347,13.782173,0.13782173,1.2438604,521
1,793820.6,6792.028,18072,0.0,429.0978,0.55412406,13.853102,0.13853101,1.2428371,502
1,43710.742,2130.074,8246,1187.462,325.91193,0.5655273,0.14138183,0.14138183,1.2387241,434
1,1050060.8,1676.8099,23409,1199.76,393.09302,0.28054228,0.0,0.4208134,1.2403265,459
0,21280.248,5061.4497,19944,1059.1742,105.2605,0.2733299,0.0,0.13666496,1.2455292,554
1,456828.84,69.33962,7752,813.70264,9.581827,0.6640238,0.16600595,0.49801785,1.203199,152
0,161927.77,884.57916,4940,333.39166,360.20508,0.83304,13.884,0.41652,1.2423912,494
0,1807377.4,2659.2666,54840,1813.9459,431.64633,0.38373816,0.0,0.38373816,1.258156,914
0,1138.555,1055.4976,0,0.0,74.591606,0.8205128,16.410255,0.49230766,1.2059451,163
0,58963.906,8314.61,24990,650.6612,522.02356,0.52632475,13.158119,0.13158119,1.2528635,735
0,1622739.8,7267.736,14161,808.1287,717.367,0.38834783,12.944927,0.38834783,1.2559392,833
0,161665.48,11394.94,12128,1872.1624,215.00302,0.2620997,13.104986,0.13104986,1.25363,758
0,68243.78,3280.665,11565,208.40585,122.68914,0.6107732,0.0,0.1526933,1.2224052,257
0,7334.976,3252.078,13288,3268.6628,46.535854,0.13506989,13.5069895,0.4052097,1.2478304,604
1,25179.572,517.1475,0,0.0,104.67704,0.33701387,0.16850694,0.5055208,1.1995909,139
0,89689.6,5420.6616,19712,2634.1267,694.398,0.51295596,0.12823899,0.38471696,1.2576853,896
0,78351.57,3450.927,15984,2941.9954,457.5775,0.0,0.1333104,0.39993122,1.2503687,666
0,24216.654,1836.879,9288,477.0283,85.678604,0.34130785,0.0,0.17065392,1.1964935,129
1,68019.05,3543.875,3396,1143.937,169.3466,0.6019159,0.15047897,0.15047897,1.2255998,283
0,147789.28,2280.696,0,299.94,8.058927,0.14027114,0.0,0.14027114,1.2403265,459
0,45586.55,4844.1396,26760,337.89938,273.21997,0.28167748,14.083875,0.42251623,1.2395077,446
1,63791.156,9310.438,19480,0.0,125.30885,0.5075233,0.12688082,0.38064247,1.2596447,974
1,79810.37,3980.3064,14880,311.7948,215.70273,0.41628647,13.876215,0.13876216,1.2425035,496
0,102113.55,3525.6274,8820,798.27625,207.45874,0.9228983,0.15381637,0.15381637,1.2207849,245
0,11248.38,1859.2263,1539,183.07376,125.66977,0.32564467,16.282234,0.488467,1.207792,171
1,13455.42,8191.6367,18981,1272.6791,513.3031,0.6617821,0.0,0.13235642,1.2517451,703
0,10074.24,4608.7446,25920,1117.354,215.03978,0.41818923,0.0,0.1393964,1.2415886,480
1,91178.7,260.84418,0,380.9882,253.86983,0.5449324,0.1362331,0.1362331,1.2461522,567
0,85503.88,1264.2079,0,606.6828,47.36841,0.7519957,0.15039913,0.15039913,1.2257149,284
0,71413.055,11361.479,8619,1647.9224,538.1518,0.1333907,13.339069,0.40017208,1.250253,663
0,27897.408,9072.371,26112,2285.257,588.61255,0.7787743,12.979572,0.12979572,1.2554394,816
1,3781.14,5625.2407,20220,674.99927,366.4556,0.5323942,0.0,0.39929563,1.2506745,674
0,1615.394,9.975605,11312,426.38013,97.24687,0.4755664,15.852213,0.15852213,1.2139959,202
0,45494.855,754.8858,5580,1152.5272,150.94316,0.0,0.150802,0.452406,1.2251338,279
0,3220454.8,7919.994,12744,1277.1969,104.03771,0.6611619,0.13223238,0.13223238,1.251924,708
0,1914211.6,1763.5642,0,608.1052,516.361,0.13396586,0.13396586,0.40189758,1.2494231,642
0,1724.25,2146.675,0,806.3808,155.93617,0.46001962,15.333987,0.46001962,1.2214724,250
1,2414.368,3840.3325,9386,190.0,228.02959,0.14516152,14.516152,0.14516152,1.2332712,361
0,97468.25,8700.925,13800,2158.1243,542.51886,0.81584144,0.13597357,0.40792072,1.2465266,575
0,849.42,94.60809,2925,712.1763,78.69243,0.63765347,0.0,0.4782401,1.2127101,195
1,1143982.1,5854.9004,54859,708.54004,171.27304,0.7009282,0.0,0.42055693,1.2404499,461
1,131513.45,2641.9866,21252,1349.6666,479.59897,0.13837887,0.0,0.13837887,1.2430565,506
0,24109.535,757.4186,0,342.78857,33.474907,0.25959143,0.0,0.12979572,1.2554394,816
1,13814.064,1524.069,19440,382.1204,28.80415,0.1568559,0.1568559,0.47056767,1.2163998,216
0,169388.34,6212.835,7905,1164.4484,179.76715,0.4200482,14.001607,0.14001606,1.2406945,465
1,41257.105,20.52978,3660,397.633,30.011063,0.3445887,0.0,0.17229435,1.1941268,122
1,94238.45,2410.3958,16064,1344.3214,396.95688,0.27706203,13.853102,0.13853101,1.2428371,502
1,86078.72,574.5009,19260,465.8283,93.40243,0.2953581,14.767905,0.44303715,1.2296392,321
1,1431.43,257.67313,10780,294.32126,248.1402,0.28763556,0.14381778,0.14381778,1.2352098,385
1,327665.8,1208.8196,4602,325.88342,83.429726,0.6931586,0.17328966,0.51986897,1.1926908,118
1,616.968,539.09344,6384,838.3603,25.784636,0.3320119,0.0,0.16600595,1.203199,152
0,34007.293,863.07794,4884,417.1906,209.48805,0.937108,0.15618466,0.15618466,1.2173682,222
0,40641.457,8182.076,24434,0.0,186.5634,0.53575176,0.13393794,0.13393794,1.2494634,643
1,44229.24,4348.0103,4455,1408.7228,302.818,0.57111144,14.277786,0.14277786,1.2367102,405
0,53980.61,3172.1597,15922,1042.1362,345.87906,0.5173963,0.0,0.38804722,1.2560837,838
0,73521.76,3456.7466,47628,619.10583,464.9183,0.40869933,0.1362331,0.1362331,1.2461522,567
1,2361.15,4009.3687,18603,589.6889,364.46106,0.83711004,0.0,0.13951834,1.2414126,477
0,22128.645,10978.1875,58310,923.5757,135.30476,0.64724636,0.12944928,0.12944928,1.2559392,833
0,32432.4,3727.4133,6552,0.0,192.87512,0.60519207,15.129802,0.15129802,1.2244182,273
0,4118.114,1417.9666,27951,436.54898,195.5282,0.38751176,0.12917058,0.12917058,1.2563413,847
1,3792.36,3081.606,16796,315.35693,103.37824,0.5640707,0.0,0.14101768,1.2392496,442
1,5109.038,11335.64,28256,356.5838,767.88153,0.1284798,0.0,0.38543937,1.2573379,883
0,33264.945,3413.45,11362,570.62335,85.68287,0.7462193,0.14924385,0.44773155,1.2273817,299
1,1077181.0,1185.0898,70920,842.14014,162.63402,0.52154654,13.038663,0.13038664,1.2545869,788
0,1667.072,2309.0117,7680,271.529,122.88607,0.13815352,13.8153515,0.13815352,1.2433816,512
1,46849.273,8723.696,0,1463.0868,760.6496,0.5186079,0.0,0.38895592,1.2556468,823
0,158051.62,3731.6729,25060,2094.1584,823.8675,0.6412868,12.825736,0.38477206,1.2576588,895
1,117125.445,3000.3289,25508,603.6555,345.46225,0.6398327,0.0,0.3838996,1.2580783,911
1,54225.887,895.8873,12844,754.3792,197.3882,0.4608728,0.0,0.15362427,1.2210621,247
0,18090.38,6187.572,20730,0.0,224.68536,0.13265872,13.265872,0.13265872,1.2513089,691
0,185909.72,12994.664,50652,367.52142,875.85474,0.38247013,0.12749004,0.38247013,1.2587658,938
0,2047939.4,2389.89,21312,337.14093,252.73366,0.2818559,0.0,0.14092796,1.2393789,444
0,876411.06,1671.5243,24492,0.0,293.78964,0.0,0.14816147,0.4444844,1.2289432,314
0,1740.662,7514.1875,12460,549.1193,8.893526,0.4035216,13.45072,0.1345072,1.2486422,623
0,702379.1,2307.8564,4935,925.0562,50.744373,0.4414324,0.14714412,0.14714412,1.2304109,329
1,2520751.0,2227.6938,37332,1687.0139,92.33576,0.1368345,13.68345,0.4105035,1.2452846,549
1,27266.58,3952.3481,21150,690.3477,275.632,0.39692003,13.230667,0.13230667,1.2518169,705
1,40805.918,4652.49,25228,924.5453,244.80939,0.72294015,0.14458802,0.14458802,1.2340987,371
1,63604.31,11089.071,50624,1687.4833,693.2892,0.2606441,13.032206,0.39096618,1.25468,791
1,6936.534,4475.6553,30528,1111.9281,190.29381,0.6360786,0.0,0.12721573,1.2591616,954
0,141186.67,4431.832,47304,768.9603,499.49832,0.66776323,0.0,0.40065792,1.2500193,657
0,35899.15,5484.299,14130,282.13293,382.15726,0.5590607,13.976518,0.13976517,1.2410566,471
0,1654404.2,3049.2349,18598,1262.9537,298.1634,0.5476115,0.0,0.4107086,1.245186,547
0,224855.53,6969.189,8382,1159.3826,488.54413,0.52383816,0.0,0.3928786,1.2537603,762
0,39181.855,223.20093,6688,202.39565,47.817513,0.15767066,0.15767066,0.47301197,1.2152244,209
1,225694.05,5216.8813,57200,2727.4272,204.4508,0.5282423,0.0,0.13206057,1.2521719,715
1,61575.14,3452.041,5094,1284.7007,170.60045,0.40879765,13.626588,0.40879765,1.246105,566
1,33766.39,1320.3522,9648,916.7595,203.11763,0.30344468,0.15172234,0.15172234,1.223806,268
1,95588.414,2591.7458,0,1512.0,366.17548,0.65236604,0.0,0.39141962,1.254462,784
0,13777.874,1493.1958,4476,193.13208,158.51003,0.43342716,0.0,0.14447571,1.2342607,373
1,92749.8,5698.8237,13650,1124.0996,901.4622,0.25372863,0.0,0.38059294,1.2596685,975
1,4319.7,8484.84,18200,2539.9211,198.8174,0.6621569,0.13243139,0.39729413,1.251637,700
0,54936.42,2604.0906,14850,0.0,275.11954,0.14707845,0.14707845,0.14707845,1.2305057,330
1,3482057.8,1554.7473,0,1041.4624,918.8917,0.12652226,0.12652226,0.12652226,1.260162,996
1,1201374.0,3793.0715,4760,626.929,323.59497,1.0250484,0.0,0.14643548,1.2314333,340
1,1849096.6,1552.635,12684,510.81113,184.18796,0.28106102,0.0,0.42159155,1.2399523,453
0,624.624,1167.5455,3094,323.7777,94.7982,0.64474463,0.0,0.48355848,1.2101526,182
1,2430459.0,7632.615,69090,816.83044,226.31882,0.3800032,12.666774,0.12666774,1.2599521,987
1,59116.2,1980.4592,8400,1469.6938,189.64604,0.4055737,0.0,0.4055737,1.2476553,600
1,13003.98,1443.6976,3876,683.333,18.660404,0.34866297,0.0,0.17433149,1.1911879,114
1,59478.848,9264.338,32592,1169.9846,756.18555,0.26129606,0.13064803,0.13064803,1.2542098,776
0,11388.762,1708.7849,1890,0.0,10.5627575,0.51402587,17.134197,0.17134197,1.1955009,126
0,1853.423,8631.388,38883,1641.9159,70.53127,0.3795186,0.12650621,0.3795186,1.2601851,997
1,16468.848,5168.39,60384,1179.9932,326.69516,0.5637118,0.0,0.14092796,1.2393789,444
1,128028.625,3947.534,31252,882.55084,528.36096,0.2703216,0.0,0.40548238,1.2476993,601
1,303.292,1661.3002,3660,364.49692,51.1696,0.3445887,17.229435,0.516883,1.1941268,122
1,931507.1,4372.129,9922,0.0,879.5216,0.25625867,0.12812933,0.12812933,1.2578435,902
1,119957.555,1313.5057,14430,930.48376,944.12195,0.5083229,12.708072,0.38124216,1.2593564,962
1,30101.049,3957.918,0,1283.134,287.42917,0.2684394,0.1342197,0.40265915,1.2490569,633
1,44558.36,3967.2625,26640,1135.507,212.86461,0.4484064,14.94688,0.4484064,1.2270571,296
0,122010.766,1314.1477,23640,308.78473,660.3216,0.3911599,13.038663,0.13038664,1.2545869,788
0,675955.44,689.6082,6540,885.8894,150.87022,0.46988836,0.0,0.46988836,1.2167265,218
0,7241.256,3712.141,15498,1176.329,79.63758,0.30744013,0.15372007,0.15372007,1.2209239,246
1,161628.6,4078.828,19026,553.3787,83.914276,0.56212205,0.0,0.14053051,1.2399523,453
0,3397889.8,8024.6436,67590,2329.3723,190.7673,0.26241878,0.13120939,0.39362818,1.2533998,751
0,50557.32,6586.6343,12016,904.34454,543.40594,0.656047,0.0,0.13120939,1.2533998,751
1,55796.598,848.61475,9540,742.5712,294.55463,0.55807334,0.0,0.41855502,1.2414126,477
1,689.832,2659.781,27872,1111.2804,184.08768,0.68642336,0.0,0.41185403,1.2446351,536
1,337874.6,8451.802,118944,1966.3733,576.24036,0.63693243,0.0,0.38215947,1.2589152,944
1,6545.0,3595.3074,30600,1016.9956,183.89119,0.5317669,0.0,0.13294172,1.2509006,680
0,260438.17,148.45027,9828,594.8176,41.317482,0.15129802,15.129802,0.15129802,1.2244182,273
0,28394.08,1701.4581,10512,239.2321,132.23328,0.29954678,0.0,0.44932014,1.2266177,292
1,3873.177,413.11087,8505,219.96364,168.56384,0.48063466,0.16021156,0.48063466,1.2115586,189
0,440977.6,4114.9834,8476,1532.0575,51.996162,0.5347562,0.13368905,0.40106714,1.2498225,652
1,3234.0,4755.884,12250,325.3844,339.10916,0.5145208,12.86302,0.1286302,1.2571208,875
1,208535.25,2810.174,29750,709.92957,9.906778,0.2572604,0.1286302,0.1286302,1.2571208,875
0,4639.514,3440.669,27680,483.62796,195.32036,0.14606133,0.14606133,0.14606133,1.231973,346
0,85032.29,780.8662,5835,591.6925,359.8896,0.86162585,0.14360431,0.14360431,1.2355179,389
1,83929.56,4069.6875,46900,698.8777,501.35983,0.6660204,0.0,0.39961222,1.2505221,670
0,909449.7,7155.378,13068,743.0498,44.776215,0.43513557,0.14504519,0.14504519,1.2334391,363
0,291197.28,3529.5884,13624,323.72827,237.48152,0.15224536,0.0,0.4567361,1.2230514,262
1,15679.488,2146.8564,0,213.24165,207.25137,0.31023446,15.511723,0.15511723,1.2189082,232
1,123593.28,674.96185,6357,597.0603,175.90764,0.5561455,0.13903637,0.41710913,1.242108,489
1,171325.11,3222.5916,10464,442.9447,129.53717,0.0,15.662946,0.46988836,1.2167265,218
0,164252.42,3747.449,10681,2835.6394,704.1258,0.507722,0.0,0.38079154,1.259573,971
